pedido,data,plataforma,subtotal,taxas,descontos,faturamento,canal_ultimo,origem_ultimo,midia_ultimo,campanha_ultimo,canal_primeiro,origem_primeiro,midia_primeiro,campanha_primeiro,metodo_match
174614802,2026-08-14,web,2065.9,234.57,0,2300.47,Organico,google,organic,(organic),Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174614806,2026-08-14,app,1954.86,287.79,0,2242.65,Nao identificado,,,,Nao identificado,,,,sem_origem
174614828,2026-08-14,web,2977.16,522.36,0,3499.52,Organico,google,organic,(organic),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [pmax] [sudeste],search_id
174614839,2026-08-14,web,5760.32,710.72,0,6471.04,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174614877,2026-08-14,web,2036.6,362.2,0,2398.8,Nao identificado,(not set),(not set),(not set),Direto,(direct),(none),(direct),search_id
174614884,2026-08-14,web,1084.19,40.75,49.44,1075.5,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174614891,2026-08-14,web,265.65,51.45,0,317.1,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174614916,2026-08-14,web,1091.18,209.14,0,1300.32,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174614917,2026-08-14,web,663.35,72.95,0,736.3,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174614919,2026-08-14,web,1476.79,215.04,145.75,1546.08,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
174614921,2026-08-14,app,3239.28,197.9,193.38,3243.8,Direto,(direct),(none),(direct),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
174614927,2026-08-14,app,1310.36,110.45,95.91,1324.9,Midia paga,google,cpc,[123Milhas] [Voos] [Retargeting] [Vendas] [Demand Gen] [Web] [Destinos Isolados],Direto,(direct),(none),(direct),search_id
174614931,2026-08-14,web,1632.65,136.85,0,1769.5,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174614940,2026-08-14,app,771.75,163.51,0,935.26,Nao identificado,,,,Nao identificado,,,,sem_origem
174614951,2026-08-14,web,372.65,55.55,0,428.2,Nao identificado,,,,Nao identificado,,,,sem_origem
174614985,2026-08-14,app,1954.86,287.79,0,2242.65,Nao identificado,,,,Nao identificado,,,,sem_origem
174614989,2026-08-14,web,958.49,100.91,0,1059.4,CRM,whatsapp,radar,radar123-baixou,Nao identificado,,,,search_id
174614993,2026-08-14,web,2173.56,253.56,0,2427.12,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
174614994,2026-08-14,web,2911.35,126.08,421.27,2616.16,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174614995,2026-08-14,web,568.66,152.86,0,721.52,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174615022,2026-08-14,app,2215.65,56.44,191.21,2080.88,Organico,google-play,organic,,Organico,google-play,organic,,search_id
174615025,2026-08-14,web,1144.94,54.73,52.21,1147.46,Nao identificado,(not set),(not set),(not set),Organico,google,organic,(organic),search_id
174615050,2026-08-14,web,873.17,67.14,52.13,888.18,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174615051,2026-08-14,web,1250.47,59.45,57.02,1252.9,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
174615070,2026-08-14,web,549.1,118.9,0,668,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174615072,2026-08-14,web,1326.7,142.3,0,1469,Nao identificado,,,,Nao identificado,,,,sem_origem
174615079,2026-08-14,app,850.7,127.1,0,977.8,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174615082,2026-08-14,web,879.58,231.18,0,1110.76,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174615111,2026-08-14,app,1269.71,150.71,0,1420.42,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [53] [palavras sw] [mobile],search_id
174615118,2026-08-14,web,1815.37,140.97,0,1956.34,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174615139,2026-08-14,app,530.54,64.34,0,594.88,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
174615158,2026-08-14,web,1140.18,160.14,0,1300.32,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174615170,2026-08-14,app,403.92,85.32,0,489.24,Nao identificado,(not set),(not set),(not set),Organico,google,organic,,search_id
174615202,2026-08-14,web,1152.74,274.34,0,1427.08,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174615211,2026-08-14,web,568.66,152.86,0,721.52,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174615226,2026-08-14,app,1237.62,195.74,73.88,1359.48,Organico,google-play,organic,,Organico,google-play,organic,,search_id
174615234,2026-08-14,app,388.11,82.82,0,470.93,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Direto,(direct),(none),(direct),search_id
174615236,2026-08-14,web,1150.72,104.72,0,1255.44,Nao identificado,(not set),(not set),(not set),Direto,(direct),(none),(direct),search_id
174615245,2026-08-14,web,1468.3,94.84,87.66,1475.48,Organico,bing,organic,(organic),Metasearch,kayak,metasearch,kayak_metasearch_desktop,search_id
174615248,2026-08-14,app,1092.93,108.33,0,1201.26,Midia paga,google,cpc,[123Milhas] [engajamento] [app] [IOS] [inc],Direto,(direct),(none),(direct),search_id
174615258,2026-08-14,app,694.78,145.51,0,840.29,Nao identificado,,,,Nao identificado,,,,sem_origem
174615262,2026-08-14,web,1096.8,91.17,121.63,1066.34,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174615271,2026-08-14,web,2231.32,172.12,0,2403.44,Organico,google,organic,(organic),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
174615273,2026-08-14,web,761.94,94.14,0,856.08,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174615298,2026-08-14,web,702.87,72.87,0,775.74,CRM,whatsapp,radar,radar123-baixou,CRM,whatsapp,radar,radar123-baixou,search_id
174615307,2026-08-14,web,1507.91,65.54,110.37,1463.08,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174615318,2026-08-14,web,568.66,152.86,0,721.52,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174615328,2026-08-14,web,2744.6,59.45,397.15,2406.9,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174615331,2026-08-14,app,1853.21,242.21,0,2095.42,Push,crm,push,123milhas-cv-aereo-imperdiveis,Direto,(direct),(none),(direct),search_id
174615336,2026-08-14,app,891.07,38.44,40.63,888.88,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
174615337,2026-08-14,app,1865.76,347.9,0,2213.66,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [SUDESTE],Organico,google-play,organic,,search_id
174615346,2026-08-14,app,2974.56,50.98,177.58,2847.96,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Direto,(direct),(none),(direct),search_id
174615362,2026-08-14,app,1857.04,239.68,0,2096.72,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174615363,2026-08-14,web,449.24,71.24,0,520.48,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174615384,2026-08-14,web,846.58,151.78,0,998.36,Metasearch,skyscanner,metasearch,,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,url_checkout
174615386,2026-08-14,web,1540.67,190.8,70.27,1661.2,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174615392,2026-08-14,app,1521.46,784.03,0,2305.49,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [Search] [Web] [Estrutura RO] [ORIGEM-DESTINO],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro] [origem-destino],search_id
174615408,2026-08-14,web,859.08,96.38,0,955.46,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [pmax] [web] [novos criativos] [destinos],Organico,google,organic,(organic),search_id
174615411,2026-08-14,app,626.63,84.83,0,711.46,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
174615430,2026-08-14,app,1094.36,154.76,0,1249.12,Organico,google-play,organic,,Organico,google-play,organic,,search_id
174615459,2026-08-14,web,4018.72,94.72,0,4113.44,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174615472,2026-08-14,web,2213.75,154.55,0,2368.3,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
174615484,2026-08-14,web,1428.21,100.21,0,1528.42,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174615486,2026-08-14,app,1083.34,248.14,0,1331.48,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Direto,(direct),(none),(direct),search_id
174615525,2026-08-14,web,582.75,40.75,0,623.5,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [24] [kpo] [desktop],search_id
174615538,2026-08-14,web,800.85,57.04,47.81,810.08,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174615544,2026-08-14,web,2038.56,168.36,0,2206.92,Nao identificado,(not set),(not set),(not set),Direto,(direct),(none),(direct),search_id
174615545,2026-08-14,web,461.39,65.39,0,526.78,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174615549,2026-08-14,app,935.74,111.34,0,1047.08,Midia paga,google,cpc,[123Milhas] [Voos] [Retargeting] [Vendas] [GERAÇÃO DE DEMANDA] [Web] [08-08] [2026] [EXCLUI CARRINHO],Organico,google-play,organic,,search_id
174615561,2026-08-14,web,899.55,85.95,0,985.5,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174615568,2026-08-14,web,291.64,77.44,0,369.08,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174615572,2026-08-14,app,5491.15,660.99,491.43,5660.71,CRM,crm,chat,cotacao-pelo-chat,Organico,google-play,organic,,search_id
174615574,2026-08-14,web,1243.68,124.08,0,1367.76,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174615591,2026-08-14,app,1117.39,179.29,0,1296.68,Push,crm,push,123milhas-cv-aereo-ativos-agoraoununca,Midia paga,google,cpc,[123milhas] [engajamento] [app] [android] [inc],search_id
174615598,2026-08-14,web,412.94,85.34,0,498.28,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174615603,2026-08-14,web,950.72,104.72,0,1055.44,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174615611,2026-08-14,app,1962.66,202.26,0,2164.92,Push,crm,push,123milhas-cv-aereo-premadrugol,Organico,google-play,organic,,search_id
174615616,2026-08-14,web,647.72,57.72,0,705.44,Nao identificado,(not set),(not set),(not set),Organico,google,organic,(organic),search_id
174615640,2026-08-14,web,3799.25,584.45,0,4383.7,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174615641,2026-08-14,app,1253.78,61.78,0,1315.56,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Visibilidade] [Youtube] [Web] [Origens],Organico,google-play,organic,,search_id
174615646,2026-08-14,web,366.15,59.45,16.7,408.9,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174615648,2026-08-14,web,2291.62,73.62,0,2365.24,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174615656,2026-08-14,web,1655.7,315.7,0,1971.4,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174615663,2026-08-14,web,1561.49,179.09,0,1740.58,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174615664,2026-08-14,web,336.62,70.22,0,406.84,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174615669,2026-08-14,web,1500.62,118.27,248.35,1370.54,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174615671,2026-08-14,web,1034.99,40.75,99.07,976.67,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174615687,2026-08-14,web,2292.5,76.5,0,2369,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
174615688,2026-08-14,web,1395.5,187.64,0,1583.14,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174615695,2026-08-14,web,1779.01,99.01,0,1878.02,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
174615703,2026-08-14,web,1722.47,188.16,0,1910.63,Organico,bing,organic,(organic),Organico,google,organic,(organic),search_id
174615719,2026-08-14,web,2291.62,73.62,0,2365.24,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174615722,2026-08-14,web,1342.86,153.66,0,1496.52,Organico,google,organic,(organic),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [24] [kpo] [desktop],search_id
174615724,2026-08-14,web,1093.51,154.45,0,1247.96,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174615730,2026-08-14,web,556.79,39.55,33.24,563.1,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [pmax] [web] [novos criativos] [destinos],Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174615743,2026-08-14,web,2711.76,430.61,0,3142.37,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
174615746,2026-08-14,web,704.15,74.35,0,778.5,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174615784,2026-08-14,web,511.18,111.58,0,622.76,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174615789,2026-08-14,app,5491.15,660.99,491.43,5660.71,CRM,crm,chat,cotacao-pelo-chat,Organico,google-play,organic,,search_id
174615790,2026-08-14,web,4278.11,192.96,313.15,4157.92,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174615797,2026-08-14,web,874.58,96.98,0,971.56,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro] cpc,search_id
174615812,2026-08-14,app,2241.02,299.58,0,2540.6,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Visibilidade] [Youtube] [Web] [Origens],Organico,google-play,organic,,search_id
174615814,2026-08-14,web,1313.84,95.04,0,1408.88,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174615820,2026-08-14,web,2344.6,335.8,0,2680.4,Nao identificado,(not set),(not set),(not set),Direto,(direct),(none),(direct),search_id
174615835,2026-08-14,web,2878.91,118.76,284.15,2713.52,Midia paga,google,cpc,(not set),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
174615852,2026-08-14,web,2412.07,142.87,0,2554.94,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174615876,2026-08-14,app,1083.34,248.14,0,1331.48,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Direto,(direct),(none),(direct),search_id
174615878,2026-08-14,web,672.79,91.39,0,764.18,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [pmax] [web] [novos criativos] [destinos],search_id
174615880,2026-08-14,app,1784.49,328.27,0,2112.76,Push,crm,push,123milhas-cv-aereo-imperdiveis,Direto,(direct),(none),(direct),search_id
174615889,2026-08-14,app,1260.06,151.26,0,1411.32,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174615909,2026-08-14,web,956.9,170.3,0,1127.2,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174615927,2026-08-14,app,2727.54,420.29,0,3147.83,Nao identificado,,,,Nao identificado,,,,sem_origem
174615940,2026-08-14,web,3917.18,269.18,0,4186.36,Nao identificado,,,,Nao identificado,,,,sem_origem
